soft_incl,soft_excl,SVM_incl,SVM_excl,RESNET_SE_incl,RESNET_SE_excl,subject
0.6701053164646982,0.6675042640749209,0.6483158207158527,0.6496199592122074,0.6672069801082909,0.6471866842001232,1
0.8171613430754757,0.8180993297856777,0.6964705340709505,0.6932374012383983,0.8008328754128133,0.7935975344777241,2
0.8930761556642937,0.8986408975458781,0.7709608954577994,0.7570977055607524,0.884284142687606,0.8838833209027653,3
0.8437974101610093,0.8467455267774793,0.7188243888995055,0.7264166943797805,0.8447318974418638,0.846618061419846,4
0.7347072683953801,0.7537293999917883,0.6845498248451439,0.7052952684149572,0.6991995742577621,0.7006748981068639,5
0.7320211928066154,0.7091046015388122,0.6206168631026725,0.6204799498462772,0.7619042607653733,0.7379560826582395,6
0.7678780964064565,0.7594572046428906,0.7128016014732983,0.6997742686818318,0.49940555134520653,0.4795292511368949,7
0.8325293132702878,0.8524684198462498,0.6952047481993036,0.7257744851944821,0.7644381517214931,0.7488099641383701,8
0.807995711787676,0.8085419051331112,0.7102956567242282,0.7001858168347685,0.7891777582794507,0.7808184200339457,9
0.754666733912017,0.7814741546004391,0.6383202937724215,0.6824303667470051,0.8086524569933936,0.814735285865839,10
0.9205420239696552,0.9212768671208978,0.8208319342319377,0.8412375993949134,0.912926540759453,0.9228146398932793,11
0.9138675300991272,0.9027891181290534,0.8017523977889831,0.8403258237821377,0.8891590004851,0.8751384274640089,12
0.8866138524522384,0.8893401398295406,0.8157057370363712,0.817134492305446,0.8669507204944457,0.8647735696882085,13
0.8072665866243848,0.8284299641900652,0.7357762982762982,0.7471247003080173,0.8258247346348032,0.840845456127733,14
0.8703417677012567,0.8627943783236263,0.7835761576069511,0.7867794293688217,0.8721196885415529,0.8744198312236287,15
0.8788942555212087,0.874073337528346,0.8077422507013537,0.8043140833179578,0.8418903589876505,0.8348937477979617,16
0.8252181734854259,0.8102569190692215,0.7876191695326424,0.7782804855887401,0.8162252517092745,0.8010703666219628,17
0.8698424266726709,0.854233598543231,0.7593917108756737,0.7662164390732356,0.875414962949068,0.8495129042843117,18
0.8145711557146702,0.8130165510702101,0.7350375081539465,0.7467946864232937,0.8510281952300813,0.8394937474026218,19
0.7741557947655509,0.7569637294170005,0.6621061670340013,0.639397995455173,0.8054904731082198,0.7944811414639001,20
0.8234122543553712,0.8244190224665607,0.7199450440812383,0.7375567304537487,0.8543157229116736,0.8497435203162136,21
0.7587873912649825,0.7520835043582663,0.679388439750155,0.6647511833193939,0.7484790981024015,0.7524131371319048,22
0.8461687135728464,0.8525738662391205,0.6870643775834837,0.6970806892296845,0.836664852479321,0.8408535687648027,23
0.8184693225682027,0.8095352069009739,0.6559250736009743,0.6307969827340589,0.8213569060156041,0.8064481151070515,24
0.8952434538734637,0.9011488082725206,0.7928570417898095,0.8004043240033875,0.8844810778343098,0.888306736473719,25
0.7861566730563936,0.7847819752193022,0.7149646382472062,0.7209125778808627,0.7905635952957585,0.7890278203483849,26
0.8827580608964749,0.8956312286689629,0.8065523281922533,0.8105736915422737,0.8799052578915191,0.9001517037933014,27
0.8358917293990722,0.8302895231709284,0.7375141995662698,0.7351139486235263,0.8324903736919699,0.8255115466067091,28
0.8162133115995843,0.8277445194568223,0.7426431430278253,0.7598215346684386,0.8433651651401434,0.8630943942432416,29
0.8498189806296018,0.8295278184651445,0.764976904646716,0.7423480653080866,0.871425879167143,0.8559721898635799,30
0.7047515998481365,0.713366056740225,0.6615550176415061,0.6633051081192708,0.696656180231306,0.7104423733757803,31
0.8248021055578125,0.8374469410132068,0.7447729048371742,0.7654655150935726,0.7988101536717899,0.8019064773610228,32
0.8237242974112722,0.8334946356836463,0.7267491906675144,0.7520251904479431,0.826690692002414,0.8238987321196359,33
0.8837145069766009,0.8919311317543539,0.819337663848125,0.8282296677606438,0.8580514178806359,0.8626550718950678,34
0.7697534072221107,0.746875419553434,0.716290756155751,0.7031676153998703,0.7313916313323802,0.7166193588562008,35
0.6955734308883307,0.6876400428419062,0.6452284113537805,0.647893416059017,0.6672825018693147,0.6608483687285944,36
0.7668548702100281,0.7875989381921689,0.7192635423933702,0.7535349293424125,0.769681301596049,0.769835753530153,37
0.8652790263455111,0.8504925697459385,0.748942610582682,0.7388020540406325,0.7762171025321709,0.7494598152622959,38
0.8073593546331197,0.8000927345328436,0.6873070620666721,0.6915419528538146,0.8353642033326572,0.8115310958145591,39
0.7984116024448058,0.8066555374741833,0.6908949259676198,0.7054732098728577,0.7760472902902379,0.771364015980534,40
