rung,name,subject,n_test,f1_macro,bal_acc,acc,best_params,fit_time_sec
1,mean_center,1,690,0.6891731121038815,0.6974283674352382,0.7376811594202899,"{'clf__C': 1, 'clf__gamma': 'scale'}",146.67
1,mean_center,2,520,0.8452275849150849,0.851433741361924,0.8980769230769231,"{'clf__C': 1, 'clf__gamma': 'scale'}",155.17
1,mean_center,3,594,0.7679585177962855,0.7816550348029218,0.8619528619528619,"{'clf__C': 1, 'clf__gamma': 'scale'}",171.14
1,mean_center,4,556,0.739934205869692,0.7368775029151815,0.841726618705036,"{'clf__C': 1, 'clf__gamma': 'scale'}",199.63
1,mean_center,5,708,0.6819246182837415,0.6977381983221332,0.7443502824858758,"{'clf__C': 1, 'clf__gamma': 'scale'}",156.44
1,mean_center,6,583,0.7109550335767996,0.7288626440491509,0.7718696397941681,"{'clf__C': 1, 'clf__gamma': 'scale'}",164.64
1,mean_center,7,600,0.7588823231128943,0.7694809961688979,0.815,"{'clf__C': 1, 'clf__gamma': 'scale'}",164.9
1,mean_center,8,574,0.7560135847262849,0.7544949236809703,0.8449477351916377,"{'clf__C': 1, 'clf__gamma': 'scale'}",176.44
1,mean_center,9,591,0.7585206967066273,0.7626185948079247,0.7986463620981388,"{'clf__C': 1, 'clf__gamma': 'scale'}",178.48
1,mean_center,10,509,0.738615490661754,0.7466924522845576,0.8526522593320236,"{'clf__C': 1, 'clf__gamma': 'scale'}",180.3
1,mean_center,11,518,0.8521332219068174,0.8645794170579366,0.8957528957528957,"{'clf__C': 1, 'clf__gamma': 'scale'}",178.57
1,mean_center,12,507,0.7264882281787424,0.740852897102897,0.8126232741617357,"{'clf__C': 1, 'clf__gamma': 'scale'}",164.44
1,mean_center,13,752,0.872668281410675,0.885766955928325,0.9202127659574468,"{'clf__C': 1, 'clf__gamma': 'scale'}",164.28
1,mean_center,14,775,0.7638465837718181,0.7783690373509359,0.8503225806451613,"{'clf__C': 1, 'clf__gamma': 'scale'}",168.53
1,mean_center,15,610,0.8071733708938809,0.8304260599409887,0.8770491803278688,"{'clf__C': 1, 'clf__gamma': 'scale'}",179.76
1,mean_center,16,681,0.8007569988115564,0.8259351759351761,0.8619676945668135,"{'clf__C': 1, 'clf__gamma': 'scale'}",178.14
1,mean_center,17,703,0.7877950591176764,0.784734100587759,0.8691322901849218,"{'clf__C': 1, 'clf__gamma': 'scale'}",349.82
1,mean_center,18,640,0.7430538966981772,0.7559765815579769,0.840625,"{'clf__C': 1, 'clf__gamma': 'scale'}",436.45
1,mean_center,19,716,0.7426002399499234,0.7611810389528314,0.8170391061452514,"{'clf__C': 1, 'clf__gamma': 'scale'}",180.61
1,mean_center,20,599,0.6480046360776625,0.6730036155617427,0.7929883138564274,"{'clf__C': 1, 'clf__gamma': 'scale'}",184.66
1,mean_center,21,607,0.7793460990576375,0.7945797043325329,0.8599670510708401,"{'clf__C': 1, 'clf__gamma': 'scale'}",184.51
1,mean_center,22,722,0.7097534722642531,0.7284743214016526,0.7686980609418282,"{'clf__C': 1, 'clf__gamma': 'scale'}",176.59
1,mean_center,23,704,0.6516253162870476,0.6554771706131736,0.7329545454545454,"{'clf__C': 1, 'clf__gamma': 'scale'}",169.45
1,mean_center,24,653,0.6278816732505887,0.6654642635834702,0.7473200612557427,"{'clf__C': 1, 'clf__gamma': 'scale'}",177.61
1,mean_center,25,616,0.7011434586410176,0.7290442224880458,0.7727272727272727,"{'clf__C': 1, 'clf__gamma': 'scale'}",174.31
1,mean_center,26,789,0.7261423790061562,0.7554455687728252,0.8187579214195184,"{'clf__C': 1, 'clf__gamma': 'scale'}",169.88
1,mean_center,27,694,0.8695963610610125,0.8682944224109785,0.9265129682997119,"{'clf__C': 1, 'clf__gamma': 'scale'}",167.8
1,mean_center,28,700,0.7507774875745252,0.7676492304837605,0.83,"{'clf__C': 1, 'clf__gamma': 'scale'}",163.26
1,mean_center,29,736,0.8171219943966064,0.8168563169273295,0.8804347826086957,"{'clf__C': 1, 'clf__gamma': 'scale'}",162.72
1,mean_center,30,654,0.7418411300062334,0.7404778805154745,0.8608562691131498,"{'clf__C': 1, 'clf__gamma': 'scale'}",164.83
1,mean_center,31,758,0.7326478546762557,0.7607325691739087,0.8311345646437994,"{'clf__C': 1, 'clf__gamma': 'scale'}",162.64
1,mean_center,32,686,0.7270641463250113,0.7382003766337857,0.8411078717201166,"{'clf__C': 1, 'clf__gamma': 'scale'}",165.47
1,mean_center,33,692,0.8335795150449465,0.8347221502030939,0.903179190751445,"{'clf__C': 1, 'clf__gamma': 'scale'}",167.53
1,mean_center,34,632,0.779087323717071,0.8136414431157079,0.8575949367088608,"{'clf__C': 1, 'clf__gamma': 'scale'}",150.4
1,mean_center,35,852,0.753183684457966,0.7649883757234168,0.8204225352112676,"{'clf__C': 1, 'clf__gamma': 'scale'}",129.49
1,mean_center,36,734,0.6579271127648446,0.6898674143171576,0.7833787465940054,"{'clf__C': 1, 'clf__gamma': 'scale'}",131.84
1,mean_center,37,680,0.7792313650231939,0.7757697802317511,0.8808823529411764,"{'clf__C': 1, 'clf__gamma': 'scale'}",133.27
1,mean_center,38,671,0.7712640978753302,0.7761029369036412,0.8763040238450075,"{'clf__C': 1, 'clf__gamma': 'scale'}",132.59
1,mean_center,39,693,0.674244724809179,0.7122979797979798,0.8080808080808081,"{'clf__C': 1, 'clf__gamma': 'scale'}",133.06
1,mean_center,40,648,0.6539916574133103,0.7101574166017837,0.8040123456790124,"{'clf__C': 1, 'clf__gamma': 'scale'}",132.79
