rung,name,subject,n_test,f1_macro,bal_acc,acc,best_params,fit_time_sec
0,global_z,1,690,0.4766933314164835,0.4554307311924263,0.5347826086956522,"{'clf__C': 5, 'clf__gamma': 'scale'}",321.65
0,global_z,2,520,0.7332044439233593,0.7470633090348138,0.8115384615384615,"{'clf__C': 1, 'clf__gamma': 'scale'}",389.71
0,global_z,3,594,0.7815714738216111,0.7555542924434806,0.8720538720538721,"{'clf__C': 1, 'clf__gamma': 'scale'}",289.12
0,global_z,4,556,0.6352314389631402,0.6705580149537272,0.6996402877697842,"{'clf__C': 1, 'clf__gamma': 'scale'}",384.4
0,global_z,5,708,0.617334456346926,0.6420524471887998,0.652542372881356,"{'clf__C': 1, 'clf__gamma': 'scale'}",372.4
0,global_z,6,583,0.685008812843367,0.6953829281360927,0.758147512864494,"{'clf__C': 1, 'clf__gamma': 'scale'}",501.8
0,global_z,7,600,0.6586435484110518,0.6706229418636095,0.6916666666666667,"{'clf__C': 1, 'clf__gamma': 'scale'}",338.52
0,global_z,8,574,0.6611259257510756,0.6713883984232821,0.7700348432055749,"{'clf__C': 1, 'clf__gamma': 'scale'}",289.03
0,global_z,9,591,0.7287995247910226,0.7325054420747329,0.7749576988155669,"{'clf__C': 1, 'clf__gamma': 'scale'}",183.56
0,global_z,10,509,0.6420866011354264,0.6757140885430359,0.7465618860510805,"{'clf__C': 1, 'clf__gamma': 'scale'}",189.72
0,global_z,11,518,0.798404736794828,0.8407334128748537,0.8204633204633205,"{'clf__C': 1, 'clf__gamma': 'scale'}",187.8
0,global_z,12,507,0.7202059242127735,0.7074488011988013,0.814595660749507,"{'clf__C': 1, 'clf__gamma': 'scale'}",188.92
0,global_z,13,752,0.825299498276817,0.8304030559066169,0.8949468085106383,"{'clf__C': 1, 'clf__gamma': 'scale'}",181.25
0,global_z,14,775,0.6941147303049982,0.7267902414798542,0.8129032258064516,"{'clf__C': 1, 'clf__gamma': 'scale'}",169.43
0,global_z,15,610,0.7593181379134726,0.7895485859255549,0.8540983606557377,"{'clf__C': 1, 'clf__gamma': 'scale'}",178.07
0,global_z,16,681,0.7830662705964436,0.7979569042069042,0.8604992657856094,"{'clf__C': 1, 'clf__gamma': 'scale'}",182.54
0,global_z,17,703,0.7414810379211159,0.7443045436947876,0.8421052631578947,"{'clf__C': 1, 'clf__gamma': 'scale'}",167.58
0,global_z,18,640,0.7514545561562684,0.7677492565573961,0.8453125,"{'clf__C': 1, 'clf__gamma': 'scale'}",171.7
0,global_z,19,716,0.7353942930876203,0.7681903387114586,0.8072625698324022,"{'clf__C': 1, 'clf__gamma': 'scale'}",169.93
0,global_z,20,599,0.6323565548299501,0.6533662869460859,0.7813021702838063,"{'clf__C': 1, 'clf__gamma': 'scale'}",185.58
0,global_z,21,607,0.7633188406818359,0.7781249147899629,0.8500823723228995,"{'clf__C': 1, 'clf__gamma': 'scale'}",178.89
0,global_z,22,722,0.654124297445171,0.6613422472243093,0.7479224376731302,"{'clf__C': 1, 'clf__gamma': 'scale'}",166.19
0,global_z,23,704,0.6590606352335134,0.6830814670538607,0.7301136363636364,"{'clf__C': 1, 'clf__gamma': 'scale'}",167.15
0,global_z,24,653,0.7314764320946905,0.776209340437022,0.8346094946401225,"{'clf__C': 1, 'clf__gamma': 'scale'}",169.06
0,global_z,25,616,0.6660360328381902,0.7169860526892167,0.7353896103896104,"{'clf__C': 1, 'clf__gamma': 'scale'}",166.53
0,global_z,26,789,0.6354803091645197,0.6859437277355678,0.697084917617237,"{'clf__C': 1, 'clf__gamma': 'scale'}",167.15
0,global_z,27,694,0.8293223046331244,0.826634044648544,0.9034582132564841,"{'clf__C': 1, 'clf__gamma': 'scale'}",171.3
0,global_z,28,700,0.7017560841827546,0.7117568163994404,0.8057142857142857,"{'clf__C': 1, 'clf__gamma': 'scale'}",165.75
0,global_z,29,736,0.7826833139296725,0.7822993759530934,0.8627717391304348,"{'clf__C': 1, 'clf__gamma': 'scale'}",167.11
0,global_z,30,654,0.7392761318183427,0.7355435917465992,0.8654434250764526,"{'clf__C': 1, 'clf__gamma': 'scale'}",170.0
0,global_z,31,758,0.6439169247648271,0.6902135295405822,0.7862796833773087,"{'clf__C': 1, 'clf__gamma': 'scale'}",168.47
0,global_z,32,686,0.7636922772212494,0.7800324494612165,0.8352769679300291,"{'clf__C': 1, 'clf__gamma': 'scale'}",178.51
0,global_z,33,692,0.7665026159916977,0.7749021260046669,0.8511560693641619,"{'clf__C': 1, 'clf__gamma': 'scale'}",186.21
0,global_z,34,632,0.7462781641314639,0.7904276354772678,0.8528481012658228,"{'clf__C': 1, 'clf__gamma': 'scale'}",184.5
0,global_z,35,852,0.7178254374733248,0.7383168892028513,0.7992957746478874,"{'clf__C': 1, 'clf__gamma': 'scale'}",176.89
0,global_z,36,734,0.693298126814595,0.7212289577728865,0.8065395095367848,"{'clf__C': 1, 'clf__gamma': 'scale'}",167.54
0,global_z,37,680,0.7527705442613585,0.7640558877203467,0.8588235294117647,"{'clf__C': 1, 'clf__gamma': 'scale'}",169.82
0,global_z,38,671,0.7116947135944096,0.7174380832839393,0.8435171385991058,"{'clf__C': 1, 'clf__gamma': 'scale'}",174.82
0,global_z,39,693,0.6556525321982488,0.669047619047619,0.8383838383838383,"{'clf__C': 1, 'clf__gamma': 'scale'}",184.48
0,global_z,40,648,0.7011950077315635,0.7100142037440336,0.8317901234567902,"{'clf__C': 1, 'clf__gamma': 'scale'}",184.03
