model,heldout_subject,n_test,acc,bal_acc,f1_macro,best_params,fit_time_sec,infer_ms_per_window,feat_sel,n_features_used
SVM,1,690,0.7101449275362319,0.6152226067100547,0.6103376548134368,"{'clf__C': 1, 'clf__gamma': 'scale'}",34.50543169999946,0.7651160000023083,rfe,27
SVM,2,520,0.8634615384615385,0.8046987473316676,0.7794540208938804,"{'clf__C': 5, 'clf__gamma': 'scale'}",32.982738299999255,0.6845565000003262,rfe,27
SVM,3,594,0.8686868686868687,0.7563500530507071,0.7830249042773656,"{'clf__C': 1, 'clf__gamma': 'scale'}",31.049499800001286,0.7622939999964728,rfe,27
SVM,4,556,0.6600719424460432,0.6384939262164058,0.596703709156017,"{'clf__C': 5, 'clf__gamma': 'scale'}",34.13797849999901,0.6666884999958711,rfe,27
SVM,5,708,0.556497175141243,0.5628518481457874,0.5271520607459612,"{'clf__C': 5, 'clf__gamma': 'scale'}",28.60543890000008,0.6814539999959379,rfe,27
SVM,6,583,0.6963979416809606,0.6222977113160254,0.5972102861388338,"{'clf__C': 5, 'clf__gamma': 'scale'}",34.0665484000001,0.6913740000072721,rfe,27
SVM,7,600,0.785,0.7526640915511228,0.7277028887904671,"{'clf__C': 5, 'clf__gamma': 'scale'}",31.085459199999605,0.7035714999983611,rfe,27
SVM,8,574,0.7787456445993032,0.6741345863438887,0.6619707599175219,"{'clf__C': 5, 'clf__gamma': 'scale'}",33.8714099000008,0.6964950000019599,rfe,27
SVM,9,591,0.7715736040609137,0.7237866711471135,0.7215118628661275,"{'clf__C': 5, 'clf__gamma': 'scale'}",28.765059199999087,0.6689594999988913,rfe,27
SVM,10,509,0.6660117878192534,0.5796062490141438,0.5599300311156851,"{'clf__C': 10, 'clf__gamma': 'scale'}",31.574307700000645,0.6171255000026576,rfe,27
SVM,11,518,0.8513513513513513,0.8294677012786729,0.8085412586353351,"{'clf__C': 10, 'clf__gamma': 'scale'}",30.052991399999883,0.6507324999984121,rfe,27
SVM,12,507,0.8165680473372781,0.7110389610389611,0.7184834155018569,"{'clf__C': 10, 'clf__gamma': 'scale'}",34.38078510000014,0.655810999996902,rfe,27
SVM,13,752,0.886968085106383,0.822899673600004,0.81873403210873,"{'clf__C': 5, 'clf__gamma': 'scale'}",29.85868769999979,0.6728140000086569,rfe,27
SVM,14,775,0.8167741935483871,0.7213871882653614,0.6998582041512258,"{'clf__C': 5, 'clf__gamma': 'scale'}",30.29978779999874,0.6792524999946181,rfe,27
SVM,15,610,0.8360655737704918,0.7548997611976281,0.7311736194981415,"{'clf__C': 5, 'clf__gamma': 'scale'}",31.298339300001317,0.7141374999991967,rfe,27
SVM,16,681,0.8854625550660793,0.837742118992119,0.8254649185825762,"{'clf__C': 5, 'clf__gamma': 'scale'}",34.295907499999885,0.6726989999970101,rfe,27
SVM,17,703,0.8520625889046942,0.7596575511209658,0.7599603355699759,"{'clf__C': 5, 'clf__gamma': 'scale'}",29.140564799999993,0.6726929999967979,rfe,27
SVM,18,640,0.8390625,0.7496007626094836,0.742789988702472,"{'clf__C': 5, 'clf__gamma': 'scale'}",33.08890059999976,0.8459679999941727,rfe,27
SVM,19,716,0.8310055865921788,0.7858945570036301,0.7633216256810174,"{'clf__C': 5, 'clf__gamma': 'scale'}",28.52265410000109,0.66636099999414,rfe,27
SVM,20,599,0.8230383973288815,0.7229806777182295,0.7088877245202239,"{'clf__C': 5, 'clf__gamma': 'scale'}",33.36259169999903,0.65406300000177,rfe,27
SVM,21,607,0.8401976935749588,0.7594158132408065,0.7512993869815892,"{'clf__C': 5, 'clf__gamma': 'scale'}",110.19334300000082,1.5144095000050584,rfe,27
