subject,arch,f1_macro,bal_acc
1,resnet_se,0.6616900664859554,0.6578140332312663
2,resnet_se,0.9036170138928236,0.9063555078845245
3,resnet_se,0.9053301154866406,0.9171173601067714
4,resnet_se,0.851351446720946,0.8401120581328619
5,resnet_se,0.6924725717889839,0.6988214506983845
6,resnet_se,0.7916441993464053,0.8052799081448422
7,resnet_se,0.7848948539279768,0.7989978051120712
8,resnet_se,0.8659425616375694,0.8788156610831029
9,resnet_se,0.8459879786671304,0.8355152537768022
10,resnet_se,0.766086091844153,0.7773460092539041
11,resnet_se,0.9308935479414203,0.9471171921271062
12,resnet_se,0.9034733947467595,0.9063436563436563
13,resnet_se,0.931467803723445,0.9365050895108884
14,resnet_se,0.8356753009773091,0.8342954152197946
15,resnet_se,0.9557608026372924,0.959337150222418
16,resnet_se,0.8992287320979834,0.9163329725829726
17,resnet_se,0.8555094279334373,0.8516163375919473
18,resnet_se,0.9024126574510745,0.8996125241038031
19,resnet_se,0.8347031880633156,0.8529246339921868
20,resnet_se,0.8493550442274085,0.8625664848958735
21,resnet_se,0.8373548280735963,0.8491805942472243
22,resnet_se,0.8160519750301818,0.8137516261261073
23,resnet_se,0.8394927542708797,0.8519322018071197
24,resnet_se,0.8133866575222668,0.859401551925967
25,resnet_se,0.9417358009827222,0.9439349571655975
26,resnet_se,0.816999997337575,0.8292436497459857
27,resnet_se,0.898439401085634,0.8983369193468104
28,resnet_se,0.8543102235410294,0.8496477729914415
29,resnet_se,0.8607289008764641,0.8581789661484113
30,resnet_se,0.8499014136928178,0.858524307772428
31,resnet_se,0.7787056184688155,0.795758487778828
32,resnet_se,0.8583878660473105,0.8654147193086547
33,resnet_se,0.8948410305375479,0.9005031976492957
34,resnet_se,0.9379534540651665,0.9494687095992242
35,resnet_se,0.764996963574682,0.7753821150239795
36,resnet_se,0.809319725388592,0.8226056551258312
37,resnet_se,0.8948289440159358,0.8909500570092305
38,resnet_se,0.8200701037517378,0.8253517136780446
39,resnet_se,0.8335450004233342,0.840842352092352
40,resnet_se,0.8197958423553173,0.8232547637316964
