window_ms,feat_set,model,f1_macro_mean,f1_macro_std,bal_acc_mean,bal_acc_std,acc_mean,acc_std
150,base,RF_balanced,0.8271696883098987,0.0027727237521425,0.8185912985963176,0.0030798484387622,0.883389858850723,0.0026899081606407
250,base,RF_balanced,0.8399469503921875,0.0072447533767364,0.8325825805103036,0.0068516339781453,0.8957757720050289,0.0045368919182195
150,base,SVM_RBF_balanced_scaled,0.8233979084916252,0.0047920872784324,0.8318691615774055,0.0052224340503116,0.8783657696142881,0.0029788957778495
250,base,SVM_RBF_balanced_scaled,0.8590616870167409,0.0043417456255791,0.8654483343245495,0.0044996896622699,0.9081489633793016,0.0021288401599531
150,ext,RF_balanced,0.8296881876039146,0.0021039044884831,0.8208007309559886,0.0027559050822318,0.8850866027313549,0.0015062349476083
250,ext,RF_balanced,0.8409345701779489,0.0048050286240796,0.8325906391777069,0.0044857346103621,0.8960415346934543,0.0033167594351875
150,ext,SVM_RBF_balanced_scaled,0.8064797289642606,0.0043683913640982,0.8134523456518912,0.0049483156694305,0.8662905309469014,0.0028146610519598
250,ext,SVM_RBF_balanced_scaled,0.8354444073029267,0.0046744250164735,0.8420865529737004,0.0042918877241657,0.8910314203984999,0.0035923424223838
